nome;uf;cod_tse;cod_ibge
HORTOLÂNDIA;SP;61727;3519071
HUGO NAPOLEÃO;PI;10910;2204600
HULHA NEGRA;RS;86800;4309654
HUMAITÁ;AM;2356;1301704
HUMAITÁ;RS;86959;4309704
HUMBERTO DE CAMPOS;MA;7978;2105005
IACANGA;SP;64831;3519105
IACIARA;GO;93939;5209903
IACRI;SP;64858;3519204
IAPU;MG;45853;3129301
IARAS;SP;61085;3519253
IATI;PE;24295;2606507
IAÇU;BA;35378;2911907
IBAITI;PR;75892;4109708
IBARAMA;RS;84972;4309753
IBARETAMA;CE;14060;2305266
IBATEGUARA;AL;27596;2703007
IBATIBA;ES;57096;3202454
IBATÉ;SP;64874;3519303
IBEMA;PR;74020;4109757
IBERTIOGA;MG;45870;3129400
IBIAM;SC;81400;4206751
IBIAPINA;CE;14079;2305308
IBIARA;PB;20338;2506608
IBIASSUCÊ;BA;35394;2912004
IBIAÇÁ;RS;86975;4309803
IBIAÍ;MG;45918;3129608
IBICARAÍ;BA;35416;2912103
IBICARÉ;SC;81337;4206801
IBICOARA;BA;35432;2912202
IBICUITINGA;CE;15920;2305332
IBICUÍ;BA;35459;2912301
IBIMIRIM;PE;24317;2606606
IBIPEBA;BA;35475;2912400
IBIPITANGA;BA;35513;2912509
IBIPORÃ;PR;75914;4109807
IBIQUERA;BA;35530;2912608
IBIRACATU;MG;42200;3129657
IBIRACI;MG;45934;3129707
IBIRAIARAS;RS;86991;4309902
IBIRAJUBA;PE;24333;2606705
IBIRAMA;SC;81353;4206900
IBIRAPITANGA;BA;35556;2912707
IBIRAPUITÃ;RS;84964;4309951
IBIRAPUÃ;BA;35572;2912806
IBIRAREMA;SP;64912;3519501
IBIRATAIA;BA;35599;2912905
IBIRAÇU;ES;56499;3202504
IBIRITÉ;MG;45950;3129806
IBIRUBÁ;RS;87017;4310009
IBIRÁ;SP;64890;3519402
IBITIARA;BA;35610;2913002
IBITINGA;SP;64939;3519600
IBITIRAMA;ES;56502;3202553
IBITITÁ;BA;35637;2913101
IBITIÚRA DE MINAS;MG;45977;3129905
IBITURUNA;MG;45993;3130002
IBIÁ;MG;45896;3129509
IBIÚNA;SP;64955;3519709
IBOTIRAMA;BA;35653;2913200
ICAPUÍ;CE;15938;2305357
ICARAÍ DE MINAS;MG;40240;3130051
ICARAÍMA;PR;75930;4109906
ICATU;MA;7994;2105104
ICHU;BA;35670;2913309
ICONHA;ES;56510;3202603
ICÉM;SP;64971;3519808
ICÓ;CE;14095;2305407
IELMO MARINHO;RN;16896;2404606
IEPÊ;SP;64998;3519907
IGACI;AL;27618;2703106
IGAPORÃ;BA;35696;2913408
IGARACY;PB;19534;2502607
IGARAPAVA;SP;65030;3520103
IGARAPÉ DO MEIO;MA;7684;2105153
IGARAPÉ GRANDE;MA;8010;2105203
IGARAPÉ-AÇU;PA;4634;1503200
IGARAPÉ-MIRI;PA;4650;1503309
IGARAPÉ;MG;46019;3130101
IGARASSU;PE;24350;2606804
IGARATINGA;MG;46035;3130200
IGARATÁ;SP;65056;3520202
IGARAÇU DO TIETÊ;SP;65013;3520004
IGRAPIÚNA;BA;35700;2913457
IGREJA NOVA;AL;27634;2703205
IGREJINHA;RS;87033;4310108
IGUABA GRANDE;RJ;58262;3301876
IGUAPE;SP;65072;3520301
IGUARACI;PE;24376;2606903
IGUARAÇU;PR;75957;4110003
IGUATAMA;MG;46051;3130309
IGUATEMI;MS;90859;5004304
IGUATU;CE;14117;2305506
IGUATU;PR;74381;4110052
IGUAÍ;BA;35718;2913507
IJACI;MG;46078;3130408
IJUÍ;RS;87050;4310207
ILHA COMPRIDA;SP;62006;3520426
ILHA DAS FLORES;SE;31534;2802700
ILHA DE ITAMARACÁ;PE;24511;2607604
ILHA GRANDE;PI;10820;2204659
ILHA SOLTEIRA;SP;61204;3520442
ILHABELA;SP;65099;3520400
ILHOTA;SC;81396;4207106
ILHÉUS;BA;35734;2913606
ILICÍNEA;MG;46094;3130507
ILÓPOLIS;RS;87076;4310306
IMACULADA;PB;20354;2506707
IMARUÍ;SC;81418;4207205
IMBAÚ;PR;75442;4110078
IMBITUBA;SC;81434;4207304
IMBITUVA;PR;75973;4110102
IMBUIA;SC;81450;4207403
IMBÉ DE MINAS;MG;42226;3130556
IMBÉ;RS;85685;4310330
IMIGRANTE;RS;85782;4310363
IMPERATRIZ;MA;8036;2105302
INACIOLÂNDIA;GO;93165;5209937
INAJÁ;PE;24392;2607000
INAJÁ;PR;76015;4110300
INCONFIDENTES;MG;46116;3130606
INDAIABIRA;MG;42242;3130655
INDAIAL;SC;81477;4207502
INDAIATUBA;SP;65110;3520509
INDEPENDÊNCIA;CE;14133;2305605
INDEPENDÊNCIA;RS;87092;4310405
INDIANA;SP;65137;3520608
INDIANÓPOLIS;MG;46132;3130705
INDIANÓPOLIS;PR;79618;4110409
INDIAPORÃ;SP;65153;3520707
INDIARA;GO;96814;5209952
INDIAROBA;SE;31550;2802809
INDIAVAÍ;MT;99074;5104500
INGAZEIRA;PE;24414;2607109
INGAÍ;MG;46159;3130804
INGÁ;PB;20370;2506806
INHACORÁ;RS;86827;4310413
INHAMBUPE;BA;35750;2913705
INHANGAPI;PA;4677;1503408
INHAPIM;MG;46175;3130903
INHAPI;AL;27650;2703304
INHAÚMA;MG;46191;3131000
INHUMAS;GO;93955;5210000
INHUMA;PI;10936;2204709
INIMUTABA;MG;46213;3131109
INOCÊNCIA;MS;90875;5004403
INÁCIO MARTINS;PR;75990;4110201
INÚBIA PAULISTA;SP;65170;3520806
IOMERÊ;SC;81361;4207577
IPABA;MG;40266;3131158
IPAMERI;GO;93971;5210109
IPANEMA;MG;46230;3131208
IPANGUAÇU;RN;16918;2404705
IPAPORANGA;CE;13340;2305654
IPATINGA;MG;46256;3131307
IPAUMIRIM;CE;14150;2305704
IPAUSSU;SP;65196;3520905
IPECAETÁ;BA;35777;2913804
IPERÓ;SP;65218;3521002
IPEÚNA;SP;65234;3521101
IPIAÇU;MG;46272;3131406
IPIAÚ;BA;35793;2913903
IPIGUÁ;SP;62243;3521150
IPIRANGA DE GOIÁS;GO;93548;5210158
IPIRANGA DO NORTE;MT;91081;5104526
IPIRANGA DO PIAUÍ;PI;10952;2204808
IPIRANGA DO SUL;RS;85243;4310462
IPIRANGA;PR;76031;4110508
IPIRA;SC;81493;4207601
IPIRÁ;BA;35815;2914000
IPIXUNA DO PARÁ;PA;4189;1503457
IPIXUNA;AM;2399;1301803
IPOJUCA;PE;24430;2607208
IPORANGA;SP;65250;3521200
IPORÁ;GO;93998;5210208
IPORÃ DO OESTE;SC;80020;4207650
IPORÃ;PR;76058;4110607
IPUAÇU;SC;80829;4207684
IPUBI;PE;24457;2607307
IPUEIRAS;CE;14192;2305902
IPUEIRAS;TO;73598;1709807
IPUEIRA;RN;16934;2404804
IPUIÚNA;MG;46299;3131505
IPUMIRIM;SC;81515;4207700
IPUPIARA;BA;35831;2914109
IPU;CE;14176;2305803
IPUÃ;SP;65277;3521309
IPÊ;RS;84999;4310439
IRACEMA DO OESTE;PR;74403;4110656
IRACEMA;CE;14214;2306009
IRACEMA;RR;3026;1400282
IRACEMINHA;SC;80187;4207759
IRACEMÁPOLIS;SP;65293;3521408
IRAJUBA;BA;35858;2914208
IRAMAIA;BA;35874;2914307
IRANDUBA;AM;98353;1301852
IRANI;SC;81531;4207809
IRAPURU;SP;65331;3521606
IRAPUÃ;SP;65315;3521507
IRAQUARA;BA;35890;2914406
IRARÁ;BA;35912;2914505
IRATI;PR;76074;4110706
IRATI;SC;80861;4207858
IRAUÇUBA;CE;14230;2306108
IRAÍ DE MINAS;MG;46310;3131604
IRAÍ;RS;87114;4310504
IRECÊ;BA;35939;2914604
IRETAMA;PR;76090;4110805
IRINEÓPOLIS;SC;81558;4207908
IRITUIA;PA;4693;1503507
IRUPI;ES;56049;3202652
ISAÍAS COELHO;PI;10979;2204907
ISRAELÂNDIA;GO;94013;5210307
ITAARA;RS;88382;4310538
ITABAIANA;PB;20397;2506905
ITABAIANA;SE;31577;2802908
ITABAIANINHA;SE;31593;2803005
ITABELA;BA;35947;2914653
ITABERABA;BA;35955;2914703
ITABERAÍ;GO;94030;5210406
ITABERÁ;SP;65358;3521705
ITABIRA;MG;46337;3131703
ITABIRINHA;MG;46353;3131802
ITABIRITO;MG;46370;3131901
ITABI;SE;31615;2803104
ITABORAÍ;RJ;58378;3301900
ITABUNA;BA;35971;2914802
ITACAJÁ;TO;94056;1710508
ITACAMBIRA;MG;46396;3132008
ITACARAMBI;MG;46418;3132107
ITACARÉ;BA;35998;2914901
ITACOATIARA;AM;2410;1301902
ITACURUBA;PE;24473;2607406
ITACURUBI;RS;85901;4310553
ITAETÉ;BA;36013;2915007
ITAGIBÁ;BA;36056;2915205
ITAGIMIRIM;BA;36072;2915304
ITAGI;BA;36030;2915106
ITAGUAJÉ;PR;76112;4110904
ITAGUARA;MG;46434;3132206
ITAGUARI;GO;92282;5210562
ITAGUARU;GO;94072;5210604
ITAGUATINS;TO;94099;1710706
ITAGUAÇU DA BAHIA;BA;36080;2915353
ITAGUAÇU;ES;56537;3202702
ITAGUAÍ;RJ;58394;3302007
ITAINÓPOLIS;PI;10995;2205003
ITAIPAVA DO GRAJAÚ;MA;7706;2105351
ITAIPULÂNDIA;PR;75000;4110953
ITAIPÉ;MG;46450;3132305
ITAITINGA;CE;13480;2306256
ITAITUBA;PA;4715;1503606
ITAIÇABA;CE;14257;2306207
ITAIÓPOLIS;SC;81590;4208104
ITAJAÍ;SC;81612;4208203
ITAJOBI;SP;65390;3521903
ITAJU DO COLÔNIA;BA;36099;2915403
ITAJUBÁ;MG;46477;3132404
ITAJU;SP;65412;3522000
ITAJUÍPE;BA;36110;2915502
ITAJÁ;GO;94110;5210802
ITAJÁ;RN;16080;2404853
ITALVA;RJ;59293;3302056
ITAMARAJU;BA;36137;2915601
ITAMARANDIBA;MG;46493;3132503
ITAMARATI DE MINAS;MG;46515;3132602
ITAMARATI;AM;98370;1301951
ITAMARI;BA;36153;2915700
ITAMBACURI;MG;46531;3132701
ITAMBARACÁ;PR;76139;4111001
ITAMBÉ DO MATO DENTRO;MG;46558;3132800
ITAMBÉ;BA;36170;2915809
ITAMBÉ;PE;25976;2607653
ITAMBÉ;PR;76155;4111100
ITAMOGI;MG;46574;3132909
ITAMONTE;MG;46590;3133006
ITANAGRA;BA;36196;2915908
ITANHANDU;MG;46612;3133105
ITANHANGÁ;MT;91103;5104542
ITANHAÉM;SP;65439;3522109
ITANHOMI;MG;46639;3133204
ITANHÉM;BA;36218;2916005
ITAOBIM;MG;46655;3133303
ITAOCARA;RJ;58416;3302106
ITAOCA;SP;61603;2306306
ITAPACI;GO;94137;5210901
ITAPAGIPE;MG;46671;3133402
ITAPAGÉ;CE;14273;3522158
ITAPARICA;BA;36234;2916104
ITAPEBI;BA;36277;2916302
ITAPECERICA DA SERRA;SP;65455;3522208
ITAPECERICA;MG;46698;3133501
ITAPECURU MIRIM;MA;8079;2105401
ITAPEJARA D'OESTE;PR;76171;4111209
ITAPEMA;SC;81639;4208302
ITAPEMIRIM;ES;56553;3202801
ITAPERUNA;RJ;58432;3302205
ITAPERUÇU;PR;74446;4111258
ITAPETIM;PE;24538;2607703
ITAPETINGA;BA;36293;2916401
ITAPETININGA;SP;65471;3522307
ITAPEVA;MG;46710;3133600
ITAPEVA;SP;65498;3522406
ITAPEVI;SP;65510;3522505
ITAPICURU;BA;36315;2916500
ITAPIPOCA;CE;14290;2306405
ITAPIRANGA;AM;2437;1302009
ITAPIRANGA;SC;81655;4208401
ITAPIRAPUÃ PAULISTA;SP;61948;3522653
ITAPIRAPUÃ;GO;94153;5211008
ITAPIRATINS;TO;73202;1710904
ITAPIRA;SP;65536;3522604
ITAPISSUMA;PE;26336;2607752
ITAPITANGA;BA;36331;2916609
ITAPIÚNA;CE;14311;2306504
ITAPORANGA D'AJUDA;SE;31631;2803203
ITAPORANGA;PB;20419;2507002
ITAPORANGA;SP;65579;3522802
ITAPOROROCA;PB;20435;2507101
ITAPORÃ DO TOCANTINS;TO;94170;1711100
ITAPORÃ;MS;90891;5004502
ITAPOÁ;SC;81663;4208450
ITAPUCA;RS;86843;4310579
ITAPURANGA;GO;94196;5211206
ITAPURA;SP;65617;3523008
ITAPUÃ DO OESTE;RO;493;1101104
ITAPUÍ;SP;65595;3522901
ITAPÉ;BA;36250;2916203
ITAQUAQUECETUBA;SP;65633;3523107
ITAQUARA;BA;36358;2916708
ITAQUIRAÍ;MS;98078;5004601
ITAQUITINGA;PE;24554;2607802
ITAQUI;RS;87130;4310603
ITARANA;ES;56570;3202900
ITARANTIM;BA;36374;2916807
ITARARÉ;SP;65650;3523206
ITAREMA;CE;15954;2306553
ITARIRI;SP;65676;3523305
ITARUMÃ;GO;94218;5211305
ITATIAIA;RJ;58440;3302254
ITATIAIUÇU;MG;46736;3133709
ITATIBA DO SUL;RS;87157;4310702
ITATIBA;SP;65692;3523404
ITATIM;BA;36382;2916856
ITATINGA;SP;65714;3523503
ITATIRA;CE;14338;2306603
ITATI;RS;89249;4310652
ITATUBA;PB;20451;2507200
ITAUBAL;AP;6041;1600253
ITAUEIRA;PI;11010;2205102
ITAUÇU;GO;94234;5211404
ITAVERAVA;MG;46779;3133907
ITAÍBA;PE;24490;2607505
ITAÍ;SP;65374;3521804
ITAÚ DE MINAS;MG;54453;3133758
ITAÚBA;MT;98698;5104559
ITAÚNA DO SUL;PR;76198;4111308
ITAÚNA;MG;46752;3133808
ITAÚ;RN;16950;2404903
ITINGA DO MARANHÃO;MA;7722;2105427
ITINGA;MG;46795;3134004
ITIQUIRA;MT;90913;5104609
ITIRAPINA;SP;65730;3523602
ITIRAPUÃ;SP;65757;3523701
ITIRUÇU;BA;36390;2916906
ITIÚBA;BA;36412;2917003
ITOBI;SP;65773;3523800
ITORORÓ;BA;36439;2917102
ITUAÇU;BA;36455;2917201
ITUBERÁ;BA;36471;2917300
ITUETA;MG;46817;3134103
ITUIUTABA;MG;46833;3134202
ITUMBIARA;GO;94250;5211503
ITUMIRIM;MG;46850;3134301
ITUPEVA;SP;65811;3524006
ITUPIRANGA;PA;4731;1503705
ITUPORANGA;SC;81671;4208500
ITURAMA;MG;46876;3134400
ITUTINGA;MG;46892;3134509
ITUVERAVA;SP;65838;3524105
ITU;SP;65790;3523909
ITÁPOLIS;SP;65552;3522703
ITÁ;SC;81574;4208005
IUIU;BA;30660;2917334
IVAIPORÃ;PR;76236;4111506
IVATUBA;PR;76252;4111605
IVATÉ;PR;74462;4111555
IVAÍ;PR;76210;4111407
IVINHEMA;MS;90930;5004700
IVOLÂNDIA;GO;94277;5211602
IVORÁ;RS;85626;4310751
IVOTI;RS;87173;4310801
IÇARA;SC;81370;4207007
IÚNA;ES;56596;3203007
JABOATÃO DOS GUARARAPES;PE;24570;2607901
JABORANDI;BA;30678;2917359
JABORANDI;SP;65854;3524204
JABORÁ;SC;81698;4208609
JABOTICABAL;SP;65870;3524303
JABOTICABA;RS;84786;4310850
JABOTICATUBAS;MG;46914;3134608
JABOTI;PR;76279;4111704
JACARACI;BA;36498;2917409
JACARAÚ;PB;20478;2507309
JACAREACANGA;PA;4200;1503754
JACAREZINHO;PR;76295;4111803
JACAREÍ;SP;65897;3524402
JACARÉ DOS HOMENS;AL;27677;2703403
JACIARA;MT;90956;5104807
JACINTO MACHADO;SC;81710;4208708
JACINTO;MG;46930;3134707
JACI;SP;65919;3524501
JACOBINA DO PIAUÍ;PI;10286;2205151
JACOBINA;BA;36510;2917508
JACUIZINHO;RS;89265;4310876
JACUNDÁ;PA;4758;1503804
JACUPIRANGA;SP;65935;3524600
JACUTINGA;MG;46973;3134905
JACUTINGA;RS;87190;4310900
JACUÍPE;AL;27693;2703502
JACUÍ;MG;46957;3134806
JAGUAPITÃ;PR;76317;4111902
JAGUAQUARA;BA;36536;2917607
JAGUARARI;BA;36552;2917706
JAGUARAÇU;MG;46990;3135001
JAGUARETAMA;CE;14354;2306702
JAGUARIAÍVA;PR;76333;4112009
JAGUARIBARA;CE;14370;2306801
JAGUARIBE;CE;14397;2306900
JAGUARIPE;BA;36579;2917805
JAGUARI;RS;87238;4311106
JAGUARIÚNA;SP;65951;3524709
JAGUARUANA;CE;14419;2307007
JAGUARUNA;SC;81736;4208807
JAGUARÃO;RS;87211;4311007
JAGUARÉ;ES;57134;3203056
JAICÓS;PI;11037;2205201
JALES;SP;65978;3524808
JAMBEIRO;SP;65994;3524907
JAMPRUCA;MG;40304;3135076
JANAÚBA;MG;47015;3135100
JANDAIA DO SUL;PR;76350;4112108
JANDAIA;GO;94293;5211701
JANDAÍRA;BA;36595;2917904
JANDAÍRA;RN;16993;2405108
JANDIRA;SP;66010;3525003
JANDUÍS;RN;17019;2405207
JANGADA;MT;90565;5104906
JANIÓPOLIS;PR;76376;4112207
JANUÁRIA;MG;47031;3135209
JAPARATINGA;AL;27715;2703601
JAPARATUBA;SE;31658;2803302
JAPARAÍBA;MG;47058;3135308
JAPERI;RJ;58149;3302270
JAPIRA;PR;76392;4112306
JAPI;RN;17051;2405405
JAPOATÃ;SE;31674;2803401
JAPONVAR;MG;42269;3135357
JAPORÃ;MS;55034;5004809
JAPURÁ;AM;2453;1302108
JAPURÁ;PR;76414;4112405
JAQUEIRA;PE;23302;2607950
JAQUIRANA;RS;84905;4311122
JARAGUARI;MS;90972;5004908
JARAGUÁ DO SUL;SC;81752;4208906
JARAGUÁ;GO;94315;5211800
JARAMATAIA;AL;27731;2703700
JARDIM ALEGRE;PR;76430;4112504
JARDIM DE ANGICOS;RN;17078;2405504
JARDIM DE PIRANHAS;RN;17094;2405603
JARDIM DO MULATO;PI;10308;2205250
JARDIM DO SERIDÓ;RN;17116;2405702
JARDIM OLINDA;PR;76457;4112603
JARDIM;CE;14435;2307106
JARDIM;MS;90999;5005004
JARDINÓPOLIS;SC;81140;4208955
JARDINÓPOLIS;SP;66036;3525102
JARINU;SP;66052;3525201
JARI;RS;88587;4311130
JARU;RO;159;1100114
JATAIZINHO;PR;76473;4112702
JATAÍ;GO;94331;5211909
JATAÚBA;PE;24597;2608008
JATEÍ;MS;91014;5005103
JATI;CE;14451;2307205
JATOBÁ DO PIAUÍ;PI;12394;2205276
JATOBÁ;MA;7749;2105450
JATOBÁ;PE;23264;2608057
JAUPACI;GO;94358;5212006
JAURU;MT;89915;5105002
JAÇANÃ;RN;16977;2405009
JAÍBA;MG;40282;3135050
JAÚ DO TOCANTINS;TO;73369;1711506
JAÚ;SP;66079;3525300
JECEABA;MG;47074;3135407
JENIPAPO DE MINAS;MG;42285;3135456
JENIPAPO DOS VIEIRAS;MA;7765;2105476
JEQUERI;MG;47090;3135506
JEQUITAÍ;MG;47112;3135605
JEQUITIBÁ;MG;47139;3135704
JEQUITINHONHA;MG;47155;3135803
JEQUIÁ DA PRAIA;AL;27065;2703759
JEQUIÉ;BA;36617;2918001
JEREMOABO;BA;36633;2918100
JERICÓ;PB;20494;2507408
JERIQUARA;SP;66095;3525409
JERUMENHA;PI;11053;2205300
JERÔNIMO MONTEIRO;ES;56618;3203106
JESUÂNIA;MG;47171;3135902
JESUÍTAS;PR;79979;4112751
JESÚPOLIS;GO;92983;5212055
JI-PARANÁ;RO;51;1100122
JIJOCA DE JERICOACOARA;CE;13005;2307254
JIQUIRIÇÁ;BA;36650;2918209
JITAÚNA;BA;36676;2918308
JOANÉSIA;MG;47210;3136108
JOANÓPOLIS;SP;66117;3525508
JOAQUIM FELÍCIO;MG;47279;3136405
JOAQUIM GOMES;AL;27758;2703809
JOAQUIM NABUCO;PE;24635;2608206
JOAQUIM PIRES;PI;11070;2205409
JOAQUIM TÁVORA;PR;76490;4112801
JOAÇABA;SC;81779;4209003
JOAÍMA;MG;47198;3136009
JOCA MARQUES;PI;12408;2205458
JOINVILLE;SC;81795;4209102
JORDÂNIA;MG;47295;3136504
JORDÃO;AC;1104;1200328
JOSELÂNDIA;MA;8117;2105609
JOSENÓPOLIS;MG;40924;3136579
JOSÉ BOITEUX;SC;80101;4209151
JOSÉ BONIFÁCIO;SP;66150;3525706
JOSÉ DA PENHA;RN;17175;2406007
JOSÉ DE FREITAS;PI;11096;2205508
JOSÉ GONÇALVES DE MINAS;MG;42307;3136520
JOSÉ RAYDAN;MG;42323;3136553
JOVIÂNIA;GO;94374;5212105
JOÃO ALFREDO;PE;24619;2608107
JOÃO COSTA;PI;12386;2205359
JOÃO CÂMARA;RN;17132;2405801
JOÃO DIAS;RN;17159;2405900
JOÃO DOURADO;BA;30996;2918357
JOÃO LISBOA;MA;8095;2105500
JOÃO MONLEVADE;MG;47236;3136207
JOÃO NEIVA;ES;56626;3203130
JOÃO PESSOA;PB;20516;2507507
JOÃO PINHEIRO;MG;47252;3136306
JOÃO RAMALHO;SP;66133;3525607
JUARA;MT;98191;5105101
JUAREZ TÁVORA;PB;20532;2507606
JUARINA;TO;73253;1711803
JUATUBA;MG;40320;3136652
JUAZEIRINHO;PB;20559;2507705
JUAZEIRO DO NORTE;CE;14478;2307304
JUAZEIRO DO PIAUÍ;PI;12416;2205516
JUAZEIRO;BA;36692;2918407
JUCATI;PE;23124;2608255
JUCURUTU;RN;17191;2406106
JUCURUÇU;BA;36706;2918456
JUCÁS;CE;14494;2307403
JUIZ DE FORA;MG;47333;3136702
JUMIRIM;SP;62324;3525854
JUNCO DO MARANHÃO;MA;7781;2105658
JUNCO DO SERIDÓ;PB;20575;2507804
JUNDIAÍ DO SUL;PR;76511;4112900
JUNDIAÍ;SP;66192;3525904
JUNDIÁ;AL;27774;2703908
JUNDIÁ;RN;16306;2406155
JUNQUEIRO;AL;27790;2704005
JUNQUEIRÓPOLIS;SP;66214;3526001
JUPI;PE;24651;2608305
JUPIÁ;SC;81540;4209177
JUQUITIBA;SP;66257;3526209
JUQUIÁ;SP;66230;3526100
JURAMENTO;MG;47350;3136801
JURANDA;PR;84638;4112959
JUREMA;PE;24678;2608404
JUREMA;PI;10847;2205532
JURIPIRANGA;PB;20591;2507903
JURUAIA;MG;47376;3136900
JURUENA;MT;90581;5105176
JURUTI;PA;4774;1503903
JURU;PB;20613;2508000
JURUÁ;AM;2470;1302207
JUSCIMEIRA;MT;91898;5105200
JUSSARA;BA;36714;2918506
JUSSARA;GO;94390;5212204
JUSSARA;PR;76538;4113007
JUSSARI;BA;30694;2918555
JUSSIAPE;BA;36730;2918605
JUTAÍ;AM;2496;1302306
JUTI;MS;91820;5005152
JUVENÍLIA;MG;40940;3136959
JUÍNA;MT;98310;5105150
JÓIA;RS;98299;4311155
JÚLIO BORGES;PI;12203;2205524
JÚLIO DE CASTILHOS;RS;87254;4311205
JÚLIO MESQUITA;SP;66176;3525805
KALORÉ;PR;76554;4113106
LACERDÓPOLIS;SC;81817;4209201
LADAINHA;MG;47392;3137007
LADÁRIO;MS;91030;5005202
LAFAIETE COUTINHO;BA;36757;2918704
LAGAMAR;MG;47414;3137106
LAGARTO;SE;31690;2803500
LAGES;SC;81833;4209300
LAGO DA PEDRA;MA;8133;2105708
LAGO DO JUNCO;MA;8150;2105807
LAGO DOS RODRIGUES;MA;7803;2105948
LAGO VERDE;MA;8176;2105906
LAGOA ALEGRE;PI;10324;2205557
LAGOA BONITA DO SUL;RS;89281;4311239
LAGOA D'ANTA;RN;17230;2406205
LAGOA DA CANOA;AL;27812;2704104
LAGOA DA CONFUSÃO;TO;73385;1711902
LAGOA DA PRATA;MG;47430;3137205
LAGOA DE DENTRO;PB;20656;2508208
LAGOA DE ITAENGA;PE;24694;2608503
LAGOA DE PEDRAS;RN;17256;2406304
LAGOA DE SÃO FRANCISCO;PI;10863;2205573
LAGOA DE VELHOS;RN;17272;2406403
LAGOA DO BARRO DO PIAUÍ;PI;10340;2205565
LAGOA DO CARRO;PE;23027;2608453
LAGOA DO MATO;MA;7820;2105922
LAGOA DO OURO;PE;24716;2608602
LAGOA DO PIAUÍ;PI;12424;2205581
LAGOA DO SÍTIO;PI;12220;2205599
LAGOA DO TOCANTINS;TO;73113;1711951
LAGOA DOS GATOS;PE;24732;2608701
LAGOA DOS PATOS;MG;47457;3137304
LAGOA DOS TRÊS CANTOS;RS;86886;4311270
LAGOA DOURADA;MG;47473;3137403
LAGOA FORMOSA;MG;47490;3137502
LAGOA GRANDE DO MARANHÃO;MA;7846;2105963
LAGOA GRANDE;MG;40347;3137536
LAGOA GRANDE;PE;23183;2608750
LAGOA NOVA;RN;17299;2406502
LAGOA REAL;BA;36765;2918753
LAGOA SALGADA;RN;17310;2406601
LAGOA SANTA;GO;93602;5212253
LAGOA SANTA;MG;47511;3137601
LAGOA SECA;PB;20672;2508307
LAGOA VERMELHA;RS;87270;4311304
LAGOA;PB;20630;2508109
LAGOINHA DO PIAUÍ;PI;12432;2205540
LAGOINHA;SP;66273;3526308
LAGOÃO;RS;85260;4311254
LAGUNA CARAPÃ;MS;55026;5005251
LAGUNA;SC;81850;4209409
LAJE DO MURIAÉ;RJ;58459;3302304
LAJEADO DO BUGRE;RS;86860;4311429
LAJEADO GRANDE;SC;80586;4209458
LAJEADO NOVO;MA;7862;2105989
LAJEADO;RS;87297;4311403
LAJEADO;TO;73407;1712009
LAJEDINHO;BA;36811;2919009
LAJEDO DO TABOCAL;BA;36820;2919058
LAJEDO;PE;24759;2608800
LAJEDÃO;BA;36790;2918902
LAJES PINTADAS;RN;17353;2406809
LAJES;RN;17337;2406700
LAJE;BA;36773;2918803
LAJINHA;MG;47538;3137700
LAMARÃO;BA;36838;2919108
LAMBARI D'OESTE;MT;90301;5105234
LAMBARI;MG;47554;3137809
LAMIM;MG;47570;3137908
LANDRI SALES;PI;11118;2205607
LAPA;PR;76570;4113205
LAPÃO;BA;39730;2919157
LARANJA DA TERRA;ES;57916;3203163
LARANJAL DO JARI;AP;6130;1600279
LARANJAL PAULISTA;SP;66290;3526407
LARANJAL;MG;47597;3138005
LARANJAL;PR;74985;4113254
LARANJEIRAS DO SUL;PR;76597;4113304
LARANJEIRAS;SE;31712;2803609
LASSANCE;MG;47619;3138104
LASTRO;PB;20699;2508406
LAURENTINO;SC;81876;4209508
LAURO DE FREITAS;BA;36854;2919207
LAURO MULLER;SC;81892;4209607
LAVANDEIRA;TO;73601;1712157
LAVRAS DA MANGABEIRA;CE;14516;2307502
LAVRAS DO SUL;RS;87319;4311502
LAVRAS;MG;47635;3138203
LAVRINHAS;SP;66338;3526605
LAVÍNIA;SP;66311;3526506
LEANDRO FERREIRA;MG;47651;3138302
LEBON RÉGIS;SC;81914;4209706
LEME DO PRADO;MG;40967;3138351
LEME;SP;66354;3526704
LENÇÓIS PAULISTA;SP;66370;3526803
LENÇÓIS;BA;36870;2919306
LEOBERTO LEAL;SC;81930;4209805
LEOPOLDINA;MG;47678;3138401
LEOPOLDO DE BULHÕES;GO;94439;5212303
LEÓPOLIS;PR;76619;4113403
LIBERATO SALZANO;RS;87335;4311601
LIBERDADE;MG;47694;3138500
LICÍNIO DE ALMEIDA;BA;36897;2919405
LIDIANÓPOLIS;PR;74489;4113429
LIMA CAMPOS;MA;8192;2106003
LIMA DUARTE;MG;47716;3138609
LIMEIRA DO OESTE;MG;40363;3138625
LIMEIRA;SP;66397;3526902
LIMOEIRO DE ANADIA;AL;27839;2704203
LIMOEIRO DO AJURU;PA;4790;1504000
LIMOEIRO DO NORTE;CE;14532;2307601
LIMOEIRO;PE;24775;2608909
LINDOESTE;PR;74047;4113452
LINDOLFO COLLOR;RS;86908;4311627
LINDÓIA DO SUL;SC;80047;4209854
LINDÓIA;SP;66419;3527009
LINHA NOVA;RS;86924;4311643
LINHARES;ES;56634;3203205
LINS;SP;66435;3527108
LIVRAMENTO DE NOSSA SENHORA;BA;36919;2919504
LIVRAMENTO;PB;20710;2508505
